Date,Adj Close,Close,High,Low,Open,Volume,Name
2014-02-20,95.82223510742188,120.94000244140624,121.1999969482422,117.88999938964844,118.12000274658205,200446,HUBB
2014-02-21,94.24554443359376,118.9499969482422,121.3499984741211,118.76000213623048,121.3499984741211,203545,HUBB
2014-02-24,94.49909210205078,119.2699966430664,120.62000274658205,119.2699966430664,119.52999877929688,145066,HUBB
2014-02-25,94.3485336303711,119.08000183105467,120.97000122070312,118.7300033569336,120.19000244140624,204200,HUBB
2014-02-26,95.62159729003906,120.18000030517578,120.47000122070312,118.88999938964844,119.63999938964844,240465,HUBB
2014-02-27,94.9214096069336,119.3000030517578,120.95999908447266,117.95999908447266,120.2300033569336,265342,HUBB
2014-02-28,95.11235809326172,119.54000091552734,120.55999755859376,119.04000091552734,119.3000030517578,292468,HUBB
2014-03-03,95.0646514892578,119.4800033569336,120.12999725341795,117.95999908447266,118.58000183105467,264827,HUBB
2014-03-04,95.97166442871094,120.62000274658205,121.86000061035156,120.0,121.33999633789062,171324,HUBB
2014-03-05,95.54998016357422,120.08999633789062,121.0,119.70999908447266,120.66999816894533,118537,HUBB
2014-03-06,95.93984985351562,120.58000183105467,121.33000183105467,119.94000244140624,120.2300033569336,112248,HUBB
2014-03-07,96.58434295654295,121.38999938964844,121.5999984741211,120.23999786376952,121.25,197977,HUBB
2014-03-10,95.61363983154295,120.16999816894533,122.38999938964844,119.25,121.5,232792,HUBB
2014-03-11,94.80206298828124,119.1500015258789,121.5999984741211,118.83000183105467,120.47000122070312,187635,HUBB
2014-03-12,94.55541229248048,118.83999633789062,119.2300033569336,117.56999969482422,118.77999877929688,288994,HUBB
2014-03-13,94.14167022705078,118.31999969482422,120.0199966430664,118.02999877929688,119.30999755859376,218793,HUBB
2014-03-14,93.83136749267578,117.93000030517578,118.98999786376952,117.43000030517578,118.58000183105467,141943,HUBB
2014-03-17,94.86573791503906,119.2300033569336,119.9000015258789,117.93000030517578,119.08999633789062,162469,HUBB
2014-03-18,95.04871368408205,119.45999908447266,119.97000122070312,118.7040023803711,119.5199966430664,189495,HUBB
2014-03-19,96.27404022216795,121.0,122.0199966430664,119.2699966430664,119.2699966430664,494542,HUBB
2014-03-20,96.08306884765624,120.76000213623048,121.44000244140624,119.97000122070312,121.02999877929688,265046,HUBB
2014-03-21,95.2953643798828,119.7699966430664,122.5500030517578,119.62999725341795,120.80999755859376,354915,HUBB
2014-03-24,94.7702407836914,119.11000061035156,120.62000274658205,118.38999938964844,119.83999633789062,135004,HUBB
2014-03-25,95.44656372070312,119.95999908447266,121.68000030517578,118.98999786376952,120.01000213623048,140802,HUBB
2014-03-26,92.92433166503906,116.79000091552734,120.81500244140624,116.5500030517578,120.11000061035156,208111,HUBB
2014-03-27,92.86068725585938,116.70999908447266,117.58999633789062,115.34010314941406,116.79000091552734,110635,HUBB
2014-03-28,93.64836883544922,117.6999969482422,118.8499984741211,115.93000030517578,117.11000061035156,62343,HUBB
2014-03-31,95.37493896484376,119.87000274658205,120.37999725341795,118.29000091552734,118.29000091552734,148633,HUBB
2014-04-01,95.52610778808594,120.05999755859376,120.7300033569336,118.79000091552734,119.98999786376952,164484,HUBB
2014-04-02,95.85234832763672,120.47000122070312,120.6500015258789,119.33000183105467,120.3499984741211,188647,HUBB
2014-04-03,95.28741455078124,119.76000213623048,120.91999816894533,118.91999816894533,120.8000030517578,173959,HUBB
2014-04-04,94.17350769042967,118.36000061035156,120.76000213623048,117.6999969482422,120.06999969482422,247777,HUBB
2014-04-07,92.1764144897461,115.8499984741211,117.9800033569336,115.26000213623048,117.9800033569336,152795,HUBB
2014-04-08,91.86609649658205,115.45999908447266,116.08999633789062,113.98999786376952,115.43000030517578,250764,HUBB
2014-04-09,92.2957534790039,116.0,116.16999816894533,115.0,115.9000015258789,211877,HUBB
2014-04-10,90.85562896728516,114.19000244140624,116.5,113.87999725341795,115.87999725341795,155602,HUBB
2014-04-11,89.96448516845703,113.06999969482422,114.38999938964844,112.71279907226562,113.83000183105467,165898,HUBB
2014-04-14,90.24295806884766,113.41999816894533,114.69000244140624,112.81999969482422,113.61000061035156,119511,HUBB
2014-04-15,91.0465850830078,114.43000030517578,115.31999969482422,113.11000061035156,113.43000030517578,341318,HUBB
2014-04-16,91.66718292236328,115.20999908447266,115.81999969482422,114.8000030517578,115.13999938964844,146754,HUBB
2014-04-17,93.1232452392578,117.04000091552734,117.6500015258789,115.26000213623048,115.54000091552734,223758,HUBB
2014-04-21,93.48922729492188,117.5,118.02999877929688,115.81999969482422,117.72000122070312,251847,HUBB
2014-04-22,93.93479919433594,118.05999755859376,122.48999786376952,117.20999908447266,122.48999786376952,245155,HUBB
2014-04-23,92.90047454833984,116.76000213623048,117.83999633789062,115.58999633789062,117.83999633789062,362302,HUBB
2014-04-24,93.68018341064452,117.73999786376952,118.25,116.76000213623048,117.25,201077,HUBB
2014-04-25,92.93229675292967,116.8000030517578,117.69000244140624,116.26000213623048,117.5,231423,HUBB
2014-04-28,93.1868896484375,117.12000274658205,118.37000274658205,115.41999816894533,117.12999725341795,207483,HUBB
2014-04-29,93.36192321777344,117.33999633789062,118.2300033569336,117.06999969482422,117.26000213623048,164523,HUBB
2014-04-30,93.66427612304688,117.72000122070312,117.81999969482422,116.33999633789062,117.25,156248,HUBB
2014-05-01,93.7120361328125,117.77999877929688,119.5500030517578,117.08999633789062,118.27999877929688,244169,HUBB
2014-05-02,93.32215118408205,117.29000091552734,118.41999816894533,117.05999755859376,117.5500030517578,193046,HUBB
2014-05-05,93.4176254272461,117.41000366210938,118.0999984741211,115.8000030517578,116.4499969482422,85404,HUBB
2014-05-06,92.80498504638672,116.63999938964844,117.72000122070312,116.41999816894533,116.94000244140624,81321,HUBB
2014-05-07,94.2530746459961,118.45999908447266,118.52999877929688,115.6999969482422,117.70999908447266,139591,HUBB
2014-05-08,93.09142303466795,117.0,119.45999908447266,116.81999969482422,118.20999908447266,156910,HUBB
2014-05-09,93.09142303466795,117.0,117.26000213623048,115.83000183105467,116.6999969482422,109867,HUBB
2014-05-12,93.3301010131836,117.3000030517578,117.87999725341795,116.55999755859376,117.83999633789062,336093,HUBB
2014-05-13,92.7492904663086,116.56999969482422,117.66000366210938,116.41000366210938,117.66000366210938,134368,HUBB
2014-05-14,92.07298278808594,115.72000122070312,117.08000183105467,115.0199966430664,116.81999969482422,120976,HUBB
2014-05-15,91.66718292236328,115.20999908447266,116.36000061035156,114.4000015258789,115.6999969482422,171341,HUBB
2014-05-16,92.89249420166016,116.75,116.8000030517578,114.7300033569336,115.16000366210938,119289,HUBB
2014-05-19,92.69358825683594,116.5,117.47000122070312,115.91000366210938,116.62999725341795,133799,HUBB
2014-05-20,91.67516326904295,115.22000122070312,116.61000061035156,114.51000213623048,116.61000061035156,80730,HUBB
2014-05-21,92.01728057861328,115.6500015258789,116.4000015258789,115.12999725341795,116.16999816894533,94768,HUBB
2014-05-22,92.05705261230467,115.6999969482422,116.75,114.62999725341795,115.58999633789062,247465,HUBB
2014-05-23,92.76517486572266,116.58999633789062,116.77999877929688,115.30999755859376,115.70999908447266,138253,HUBB
2014-05-27,93.40171813964844,117.38999938964844,118.33699798583984,116.61000061035156,117.02999877929688,233953,HUBB
2014-05-28,92.69856262207033,116.01000213623048,117.87000274658205,115.95999908447266,117.0199966430664,133260,HUBB
2014-05-29,93.4736328125,116.9800033569336,117.26000213623048,115.05999755859376,116.62999725341795,183329,HUBB
2014-05-30,93.48960876464844,117.0,117.37999725341795,115.55999755859376,116.9499969482422,181415,HUBB
2014-06-02,93.86518096923828,117.47000122070312,117.8499984741211,115.58999633789062,117.08999633789062,183896,HUBB
2014-06-03,94.16883850097656,117.8499984741211,118.31999969482422,116.58000183105467,116.79000091552734,234933,HUBB
2014-06-04,94.24071502685548,117.94000244140624,118.2300033569336,117.25,117.66000366210938,128118,HUBB
2014-06-05,94.95191192626952,118.83000183105467,119.29000091552734,117.41999816894533,118.0,468570,HUBB
2014-06-06,95.1117172241211,119.02999877929688,119.62999725341795,118.7699966430664,119.08000183105467,166233,HUBB
2014-06-09,97.82048797607422,122.41999816894533,125.4000015258789,119.0,119.0,427976,HUBB
2014-06-10,100.00990295410156,125.16000366210938,125.25,123.02999877929688,124.22000122070312,500180,HUBB
2014-06-11,97.50886535644533,122.02999877929688,125.30999755859376,121.41000366210938,125.06999969482422,417403,HUBB
2014-06-12,96.66985321044922,120.9800033569336,122.66799926757812,119.86000061035156,121.66000366210938,322191,HUBB
2014-06-13,97.45294189453124,121.95999908447266,122.44000244140624,120.41999816894533,121.27999877929688,138457,HUBB
2014-06-16,97.66068267822266,122.22000122070312,122.62999725341795,121.35099792480467,121.91999816894533,123228,HUBB
2014-06-17,97.99629974365234,122.63999938964844,124.0,121.36000061035156,121.7300033569336,268763,HUBB
2014-06-18,97.99629974365234,122.63999938964844,123.98999786376952,121.79199981689452,122.9499969482422,187302,HUBB
2014-06-19,97.86044311523438,122.47000122070312,123.38800048828124,121.93000030517578,123.11000061035156,285960,HUBB
2014-06-20,98.1480941772461,122.83000183105467,123.06500244140624,122.41799926757812,122.47000122070312,311952,HUBB
2014-06-23,98.09217071533205,122.76000213623048,123.5199966430664,122.33999633789062,123.16000366210938,118928,HUBB
2014-06-24,98.0841827392578,122.75,124.0999984741211,121.83999633789062,122.47000122070312,207367,HUBB
2014-06-25,98.02825164794922,122.68000030517578,123.13999938964844,121.8499984741211,122.6999969482422,181840,HUBB
2014-06-26,98.0841827392578,122.75,122.88999938964844,121.87000274658205,122.66999816894533,139507,HUBB
2014-06-27,98.00430297851562,122.6500015258789,123.0500030517578,122.02999877929688,122.02999877929688,514395,HUBB
2014-06-30,98.40380859375,123.1500015258789,123.30999755859376,121.77999877929688,122.72000122070312,339629,HUBB
2014-07-01,98.74740600585938,123.58000183105467,124.63999938964844,122.66000366210938,122.66000366210938,381947,HUBB
2014-07-02,98.13214111328124,122.80999755859376,123.58999633789062,122.08999633789062,122.87000274658205,110403,HUBB
2014-07-03,98.37185668945312,123.11000061035156,123.98999786376952,122.77999877929688,123.04000091552734,138044,HUBB
2014-07-07,97.43695068359376,121.94000244140624,123.83000183105467,121.2310028076172,123.16000366210938,323310,HUBB
2014-07-08,97.24517059326172,121.6999969482422,122.20999908447266,121.00499725341795,121.6999969482422,220537,HUBB
2014-07-09,97.79654693603516,122.38999938964844,122.97000122070312,121.3499984741211,121.70999908447266,191522,HUBB
2014-07-10,96.1904296875,120.37999725341795,121.8000030517578,119.9800033569336,120.8000030517578,250178,HUBB
2014-07-11,96.2063980102539,120.4000015258789,121.0999984741211,120.25,120.56999969482422,200635,HUBB
2014-07-14,96.27833557128906,120.48999786376952,121.61000061035156,120.29000091552734,120.29000091552734,143530,HUBB
2014-07-15,96.10250854492188,120.2699966430664,121.5500030517578,119.80999755859376,120.69000244140624,216890,HUBB
2014-07-16,96.15845489501952,120.33999633789062,121.81999969482422,119.0999984741211,120.62000274658205,306865,HUBB
2014-07-17,95.59911346435548,119.63999938964844,120.76000213623048,119.27999877929688,120.0,271612,HUBB
2014-07-18,97.25316619873048,121.70999908447266,122.0,119.22000122070312,119.86000061035156,264062,HUBB
2014-07-21,97.18124389648438,121.62000274658205,122.52999877929688,120.79000091552734,120.88999938964844,240381,HUBB
2014-07-22,99.14691162109376,124.08000183105467,126.11000061035156,122.01000213623048,123.0,450003,HUBB
2014-07-23,97.9243621826172,122.5500030517578,124.1999969482422,122.13999938964844,124.1999969482422,203117,HUBB
2014-07-24,97.57280731201172,122.11000061035156,123.0,121.80049896240234,122.51000213623048,182293,HUBB
2014-07-25,97.3011245727539,121.7699966430664,122.5,120.18009948730467,121.38999938964844,128941,HUBB
2014-07-28,96.62991333007812,120.93000030517578,122.08999633789062,120.37000274658205,121.5999984741211,100775,HUBB
2014-07-29,95.55914306640624,119.58999633789062,121.93000030517578,119.5500030517578,121.2699966430664,151680,HUBB
2014-07-30,95.43132781982422,119.43000030517578,119.6999969482422,118.6500015258789,119.63999938964844,148650,HUBB
2014-07-31,93.4416732788086,116.94000244140624,118.87999725341795,116.68000030517578,118.33000183105467,230133,HUBB
2014-08-01,92.97021484375,116.3499984741211,117.22000122070312,115.33999633789062,116.6500015258789,392520,HUBB
2014-08-04,94.22472381591795,117.91999816894533,118.11000061035156,115.56999969482422,116.66000366210938,208676,HUBB
2014-08-05,94.07290649414062,117.7300033569336,118.93000030517578,116.9499969482422,117.1999969482422,116626,HUBB
2014-08-06,94.10488891601562,117.7699966430664,119.5,116.5199966430664,119.5,95734,HUBB
2014-08-07,93.72135162353516,117.29000091552734,118.02999877929688,116.66999816894533,117.9800033569336,121410,HUBB
2014-08-08,94.72815704345705,118.5500030517578,118.70999908447266,116.94000244140624,117.19000244140624,77069,HUBB
2014-08-11,94.4644546508789,118.22000122070312,120.4000015258789,118.11000061035156,120.4000015258789,185339,HUBB
2014-08-12,94.624267578125,118.41999816894533,118.66999816894533,117.44000244140624,117.93000030517578,95108,HUBB
2014-08-13,95.303466796875,119.2699966430664,120.12999725341795,118.63999938964844,119.04000091552734,114600,HUBB
2014-08-14,95.92671966552734,120.0500030517578,120.25,119.01000213623048,119.66000366210938,64459,HUBB
2014-08-15,95.9666976928711,120.0999984741211,121.0999984741211,118.75,120.5500030517578,198271,HUBB
2014-08-18,97.39698791503906,121.88999938964844,122.29000091552734,120.97000122070312,121.51000213623048,83358,HUBB
2014-08-19,97.68466186523438,122.25,122.27999877929688,120.77999877929688,121.81999969482422,153420,HUBB
2014-08-20,97.50088500976562,122.0199966430664,122.55999755859376,120.91000366210938,122.0,229785,HUBB
2014-08-21,97.2212142944336,121.66999816894533,123.05999755859376,121.5500030517578,122.38999938964844,121843,HUBB
2014-08-22,97.18124389648438,121.62000274658205,121.9000015258789,120.8000030517578,121.9000015258789,76435,HUBB
2014-08-25,97.62074279785156,122.16999816894533,122.43000030517578,121.38999938964844,122.0999984741211,67041,HUBB
2014-08-26,97.46090698242188,121.97000122070312,122.56999969482422,121.68000030517578,122.01000213623048,69938,HUBB
2014-08-27,97.54116821289062,121.56999969482422,121.88999938964844,120.68000030517578,121.88999938964844,115985,HUBB
2014-08-28,96.88324737548828,120.75,121.4000015258789,120.31009674072266,121.4000015258789,103206,HUBB
2014-08-29,97.00357055664062,120.9000015258789,121.54989624023438,120.07550048828124,120.76000213623048,98748,HUBB
2014-09-02,97.0115966796875,120.91000366210938,122.33000183105467,120.48999786376952,120.73999786376952,203077,HUBB
2014-09-03,96.61846160888672,120.41999816894533,121.87999725341795,120.0999984741211,121.02999877929688,136813,HUBB
2014-09-04,96.3456573486328,120.08000183105467,121.26000213623048,119.61000061035156,120.37000274658205,86469,HUBB
2014-09-05,96.25738525390624,119.97000122070312,120.0999984741211,118.73999786376952,119.70999908447266,71585,HUBB
2014-09-08,96.16912078857422,119.86000061035156,120.12000274658205,118.9800033569336,119.5199966430664,152532,HUBB
2014-09-09,95.47913360595705,119.0,120.5500030517578,118.45999908447266,119.62000274658205,116428,HUBB
2014-09-10,96.03273010253906,119.69000244140624,120.11000061035156,118.60299682617188,119.31999969482422,131653,HUBB
2014-09-11,96.69065856933594,120.51000213623048,120.54000091552734,119.05999755859376,119.05999755859376,84383,HUBB
2014-09-12,95.55134582519533,119.08999633789062,121.08999633789062,118.75,120.66000366210938,70901,HUBB
2014-09-15,95.45506286621094,118.97000122070312,119.77999877929688,117.55999755859376,119.0,79776,HUBB
2014-09-16,99.63526916503906,124.18000030517578,124.86000061035156,119.36000061035156,120.04000091552734,643727,HUBB
2014-09-17,99.90807342529295,124.5199966430664,125.22000122070312,123.70999908447266,124.66999816894533,311381,HUBB
2014-09-18,101.42450714111328,126.41000366210938,126.62000274658205,124.58000183105467,124.58000183105467,506300,HUBB
2014-09-19,101.16773986816406,126.08999633789062,126.95999908447266,125.2699966430664,126.9000015258789,510025,HUBB
2014-09-22,99.42666625976562,123.91999816894533,125.61000061035156,123.63999938964844,125.0999984741211,294212,HUBB
2014-09-23,99.12981414794922,123.5500030517578,124.36000061035156,122.66999816894533,123.7300033569336,230912,HUBB
2014-09-24,99.049560546875,123.4499969482422,123.95999908447266,122.26499938964844,123.18000030517578,222570,HUBB
2014-09-25,97.4288330078125,121.43000030517578,123.27999877929688,121.41000366210938,123.27999877929688,403278,HUBB
2014-09-26,97.9182586669922,122.04000091552734,122.58999633789062,121.04000091552734,121.33999633789062,147817,HUBB
2014-09-29,97.8701171875,121.9800033569336,122.61000061035156,119.81999969482422,119.98999786376952,201020,HUBB
2014-09-30,96.70671081542967,120.52999877929688,121.81500244140624,120.18000030517578,121.68000030517578,176117,HUBB
2014-10-01,96.49009704589844,120.26000213623048,121.58999633789062,119.37999725341795,120.3000030517578,417440,HUBB
2014-10-02,97.8460464477539,121.9499969482422,122.19000244140624,119.36000061035156,119.80999755859376,335421,HUBB
2014-10-03,98.35955810546876,122.58999633789062,123.38999938964844,122.02999877929688,122.02999877929688,252849,HUBB
2014-10-06,97.29241180419922,121.26000213623048,123.2699966430664,120.83999633789062,122.91000366210938,163993,HUBB
2014-10-07,98.9372329711914,123.30999755859376,127.29000091552734,119.16000366210938,120.30999755859376,1003021,HUBB
2014-10-08,99.6513214111328,124.1999969482422,124.75,121.4800033569336,123.18000030517578,568493,HUBB
2014-10-09,87.05449676513672,108.5,116.37000274658205,108.48999786376952,114.0,1677082,HUBB
2014-10-10,85.770751953125,106.9000015258789,109.83000183105467,106.0,109.83000183105467,592821,HUBB
2014-10-13,82.24042510986328,102.5,108.38999938964844,102.2699966430664,106.7300033569336,643377,HUBB
2014-10-14,81.99170684814453,102.19000244140624,104.0199966430664,100.38500213623048,102.6500015258789,957422,HUBB
2014-10-15,81.58250427246094,101.68000030517578,102.8000030517578,95.94660186767578,100.23999786376952,867286,HUBB
2014-10-16,83.29950714111328,103.81999969482422,104.5999984741211,99.70999908447266,100.0199966430664,542158,HUBB
2014-10-17,84.7357177734375,105.61000061035156,106.1500015258789,104.27999877929688,104.88999938964844,404038,HUBB
2014-10-20,84.83199310302734,105.7300033569336,106.0199966430664,104.1999969482422,104.98999786376952,218812,HUBB
2014-10-21,86.32438659667969,107.58999633789062,108.75,105.91000366210938,106.4499969482422,606031,HUBB
2014-10-22,86.02748107910156,107.22000122070312,109.76000213623048,107.16000366210938,108.3499984741211,736623,HUBB
2014-10-23,86.2120132446289,107.4499969482422,109.0199966430664,103.30999755859376,109.0199966430664,1027169,HUBB
2014-10-24,86.85392761230469,108.25,108.5999984741211,106.83999633789062,107.83999633789062,390766,HUBB
2014-10-27,85.1449203491211,106.12000274658205,107.9000015258789,105.45999908447266,107.9000015258789,429186,HUBB
2014-10-28,86.93414306640625,108.3499984741211,108.66999816894533,106.38999938964844,106.38999938964844,327458,HUBB
2014-10-29,87.4877700805664,109.04000091552734,110.05999755859376,107.83000183105467,108.31999969482422,382476,HUBB
2014-10-30,87.56798553466797,109.13999938964844,109.22000122070312,108.0199966430664,108.54000091552734,464307,HUBB
2014-10-31,90.99401092529295,113.41000366210938,113.87000274658205,109.01000213623048,110.58999633789062,914530,HUBB
2014-11-03,89.54979705810547,111.61000061035156,114.29000091552734,111.0500030517578,113.41000366210938,394390,HUBB
2014-11-04,88.8918685913086,110.79000091552734,111.83999633789062,110.4000015258789,111.16999816894533,293628,HUBB
2014-11-05,89.23686981201172,111.22000122070312,112.31999969482422,110.2249984741211,112.31999969482422,333882,HUBB
2014-11-06,89.38931274414062,111.41000366210938,111.97000122070312,110.08000183105467,111.75,315313,HUBB
2014-11-07,89.46153259277344,111.5,112.16000366210938,111.02999877929688,111.61000061035156,259837,HUBB
2014-11-10,89.70225524902344,111.8000030517578,112.6999969482422,111.6500015258789,111.86000061035156,260837,HUBB
2014-11-11,90.1756362915039,112.38999938964844,112.91999816894533,111.25499725341795,111.94000244140624,187780,HUBB
2014-11-12,90.2959976196289,112.54000091552734,112.80999755859376,111.29000091552734,111.77999877929688,187482,HUBB
2014-11-13,89.31712341308594,111.31999969482422,112.9000015258789,110.66999816894533,112.2300033569336,135373,HUBB
2014-11-14,88.46664428710938,110.26000213623048,111.41600036621094,110.22000122070312,110.9800033569336,232869,HUBB
2014-11-17,88.8597640991211,110.75,111.22000122070312,110.0,110.33000183105467,240223,HUBB
2014-11-18,88.05741119384766,109.75,111.0,109.52999877929688,110.75,365795,HUBB
2014-11-19,87.55998992919922,109.12999725341795,109.99500274658205,108.94000244140624,109.72000122070312,225034,HUBB
2014-11-20,87.59207153320312,109.16999816894533,109.2699966430664,108.4000015258789,108.4499969482422,464536,HUBB
2014-11-21,87.99324035644531,109.66999816894533,110.94000244140624,109.56999969482422,110.7300033569336,373089,HUBB
2014-11-24,88.25000762939453,109.98999786376952,110.69000244140624,109.72000122070312,109.8499984741211,221521,HUBB
2014-11-25,88.21774291992188,109.38999938964844,110.1500015258789,108.81999969482422,109.29000091552734,209299,HUBB
2014-11-26,87.50807189941406,108.51000213623048,109.86799621582033,108.0199966430664,109.5500030517578,544894,HUBB
2014-11-28,86.1290283203125,106.8000030517578,108.80999755859376,106.5,108.66000366210938,140481,HUBB
2014-12-01,86.56450653076172,107.33999633789062,108.13999938964844,104.73999786376952,106.81999969482422,756955,HUBB
2014-12-02,87.41934204101562,108.4000015258789,108.75,106.55999755859376,107.27999877929688,186257,HUBB
2014-12-03,88.58869171142578,109.8499984741211,110.36000061035156,108.5,108.73999786376952,288384,HUBB
2014-12-04,87.74192810058594,108.8000030517578,110.16999816894533,108.1999969482422,109.38999938964844,130238,HUBB
2014-12-05,87.51612854003906,108.5199966430664,109.47000122070312,108.2699966430664,108.66999816894533,168675,HUBB
2014-12-08,85.9919204711914,106.62999725341795,108.97000122070312,106.12000274658205,108.38999938964844,126408,HUBB
2014-12-09,87.44353485107422,108.43000030517578,108.55999755859376,105.0199966430664,105.12000274658205,289275,HUBB
2014-12-10,84.98387908935547,105.37999725341795,108.5,105.20999908447266,108.5,160816,HUBB
2014-12-11,83.95967864990234,104.11000061035156,106.83999633789062,103.9800033569336,106.33000183105467,463612,HUBB
2014-12-12,82.92742156982422,102.83000183105467,104.7699966430664,102.66000366210938,104.08999633789062,575012,HUBB
2014-12-15,81.87096405029297,101.5199966430664,104.0199966430664,101.31999969482422,102.9800033569336,363227,HUBB
2014-12-16,81.80644989013672,101.44000244140624,103.58000183105467,101.30999755859376,101.3499984741211,459451,HUBB
2014-12-17,84.0967788696289,104.27999877929688,104.51000213623048,100.54000091552734,101.62000274658205,386209,HUBB
2014-12-18,86.29837799072266,107.01000213623048,107.12000274658205,104.6999969482422,105.56999969482422,179960,HUBB
2014-12-19,86.76612854003906,107.58999633789062,108.02999877929688,106.4800033569336,107.44000244140624,398518,HUBB
2014-12-22,87.18547058105469,108.11000061035156,108.29000091552734,106.8499984741211,107.75,198074,HUBB
2014-12-23,87.4677505493164,108.45999908447266,109.37999725341795,107.71009826660156,108.0,354254,HUBB
2014-12-24,87.79034423828125,108.86000061035156,109.45999908447266,108.24199676513672,108.80999755859376,80737,HUBB
2014-12-26,87.8548355102539,108.94000244140624,109.83999633789062,108.8000030517578,109.4800033569336,109706,HUBB
2014-12-29,87.54837799072266,108.55999755859376,109.54000091552734,108.12000274658205,108.9499969482422,174691,HUBB
2014-12-30,87.33869171142578,108.3000030517578,108.6500015258789,107.12000274658205,108.31999969482422,171328,HUBB
2014-12-31,86.15323638916016,106.83000183105467,108.48999786376952,106.7699966430664,108.0199966430664,197550,HUBB
2015-01-02,86.7177505493164,107.52999877929688,108.1999969482422,105.9031982421875,108.19000244140624,243863,HUBB
2015-01-05,84.33869171142578,104.58000183105467,107.5199966430664,104.41000366210938,105.95999908447266,198959,HUBB
2015-01-06,82.7499771118164,102.61000061035156,105.47000122070312,102.0199966430664,104.54000091552734,404954,HUBB
2015-01-07,82.76611328125,102.62999725341795,104.2300033569336,102.01000213623048,103.29000091552734,467612,HUBB
2015-01-08,85.09676361083984,105.5199966430664,105.6999969482422,102.4000015258789,102.81999969482422,631224,HUBB
2015-01-09,86.0322265625,106.68000030517578,107.22000122070312,105.2699966430664,106.18000030517578,514811,HUBB
