Date,Open,High,Low,Close,Adj Close,Volume,Name
2014-01-02,102.08999633789062,102.44000244140624,99.77999877929688,101.29000091552734,101.29000091552734,129500,TYL
2014-01-03,101.27999877929688,102.37000274658205,100.9499969482422,102.29000091552734,102.29000091552734,87700,TYL
2014-01-06,102.80999755859376,103.41000366210938,101.12999725341795,101.7300033569336,101.7300033569336,99300,TYL
2014-01-07,101.81999969482422,103.94000244140624,101.81999969482422,102.38999938964844,102.38999938964844,100400,TYL
2014-01-08,102.33999633789062,103.06999969482422,99.81999969482422,101.4800033569336,101.4800033569336,338500,TYL
2014-01-09,101.5500030517578,103.1999969482422,101.0,102.0500030517578,102.0500030517578,137900,TYL
2014-01-10,102.33000183105467,102.8000030517578,101.44000244140624,102.6500015258789,102.6500015258789,144900,TYL
2014-01-13,102.3000030517578,103.41000366210938,99.83000183105467,100.5500030517578,100.5500030517578,160200,TYL
2014-01-14,100.76000213623048,104.02999877929688,100.76000213623048,104.0199966430664,104.0199966430664,151000,TYL
2014-01-15,104.5199966430664,107.98999786376952,104.5199966430664,107.61000061035156,107.61000061035156,265200,TYL
2014-01-16,103.5999984741211,107.75,103.5999984741211,106.06999969482422,106.06999969482422,152300,TYL
2014-01-17,105.66999816894533,106.01000213623048,104.1500015258789,104.69000244140624,104.69000244140624,109900,TYL
2014-01-21,105.8499984741211,106.05999755859376,103.95999908447266,104.13999938964844,104.13999938964844,125500,TYL
2014-01-22,103.63999938964844,105.91000366210938,103.4000015258789,105.31999969482422,105.31999969482422,135200,TYL
2014-01-23,104.75,104.95999908447266,103.5500030517578,104.86000061035156,104.86000061035156,108400,TYL
2014-01-24,103.87000274658205,104.12999725341795,101.66000366210938,102.26000213623048,102.26000213623048,98900,TYL
2014-01-27,103.66999816894533,107.04000091552734,103.2699966430664,103.8000030517578,103.8000030517578,261200,TYL
2014-01-28,104.0,106.11000061035156,103.55999755859376,106.06999969482422,106.06999969482422,215600,TYL
2014-01-29,104.9000015258789,107.0,103.81999969482422,104.19000244140624,104.19000244140624,161400,TYL
2014-01-30,105.08000183105467,107.5,104.5500030517578,106.04000091552734,106.04000091552734,158600,TYL
2014-01-31,103.56999969482422,106.37000274658205,103.56999969482422,105.4499969482422,105.4499969482422,125900,TYL
2014-02-03,105.45999908447266,106.30999755859376,100.7300033569336,102.23999786376952,102.23999786376952,207700,TYL
2014-02-04,102.9000015258789,103.75,101.12999725341795,101.88999938964844,101.88999938964844,185200,TYL
2014-02-05,101.6500015258789,103.06999969482422,99.51000213623048,102.5500030517578,102.5500030517578,214800,TYL
2014-02-06,96.55999755859376,97.48999786376952,87.22000122070312,93.11000061035156,93.11000061035156,1384300,TYL
2014-02-07,93.31999969482422,93.9800033569336,91.9800033569336,92.01000213623048,92.01000213623048,342500,TYL
2014-02-10,91.7699966430664,91.7699966430664,89.44000244140625,90.19000244140624,90.19000244140624,471300,TYL
2014-02-11,90.0,90.86000061035156,89.0199966430664,90.05000305175781,90.05000305175781,293300,TYL
2014-02-12,90.4000015258789,92.70999908447266,89.80000305175781,91.94000244140624,91.94000244140624,409500,TYL
2014-02-13,91.8000030517578,94.5999984741211,91.55999755859376,94.56999969482422,94.56999969482422,235300,TYL
2014-02-14,94.58000183105467,95.04000091552734,93.76000213623048,94.1999969482422,94.1999969482422,177100,TYL
2014-02-18,94.0500030517578,96.5,94.0500030517578,95.75,95.75,194300,TYL
2014-02-19,95.2300033569336,96.80999755859376,95.12000274658205,95.5999984741211,95.5999984741211,226000,TYL
2014-02-20,95.5999984741211,97.91000366210938,94.58000183105467,97.41000366210938,97.41000366210938,166900,TYL
2014-02-21,97.8499984741211,98.62000274658205,97.4800033569336,98.04000091552734,98.04000091552734,210600,TYL
2014-02-24,98.0,99.70999908447266,97.8000030517578,97.8000030517578,97.8000030517578,223800,TYL
2014-02-25,97.63999938964844,97.6999969482422,94.37999725341795,94.56999969482422,94.56999969482422,195900,TYL
2014-02-26,94.2699966430664,95.5999984741211,94.0500030517578,94.4800033569336,94.4800033569336,185400,TYL
2014-02-27,94.0500030517578,94.5,92.37999725341795,94.5,94.5,289400,TYL
2014-02-28,94.80999755859376,95.8499984741211,92.7300033569336,93.77999877929688,93.77999877929688,266400,TYL
2014-03-03,93.7300033569336,93.7300033569336,90.5999984741211,92.83000183105467,92.83000183105467,181300,TYL
2014-03-04,94.72000122070312,97.0,94.18000030517578,94.80999755859376,94.80999755859376,319400,TYL
2014-03-05,94.29000091552734,94.77999877929688,93.77999877929688,94.26000213623048,94.26000213623048,125800,TYL
2014-03-06,94.26000213623048,94.26000213623048,92.98999786376952,93.19000244140624,93.19000244140624,122900,TYL
2014-03-07,93.56999969482422,93.5999984741211,92.18000030517578,92.5,92.5,138300,TYL
2014-03-10,92.30999755859376,93.1500015258789,91.26000213623048,91.91999816894533,91.91999816894533,167900,TYL
2014-03-11,91.83000183105467,92.18000030517578,89.66000366210938,90.19000244140624,90.19000244140624,189400,TYL
2014-03-12,90.04000091552734,90.55999755859376,88.2300033569336,90.06999969482422,90.06999969482422,253300,TYL
2014-03-13,90.29000091552734,90.29000091552734,89.06999969482422,89.66000366210938,89.66000366210938,203800,TYL
2014-03-14,89.31999969482422,90.75,88.76000213623047,89.87000274658203,89.87000274658203,126800,TYL
2014-03-17,90.83000183105467,91.58000183105467,90.08000183105467,91.01000213623048,91.01000213623048,99100,TYL
2014-03-18,90.9000015258789,93.0,90.52999877929688,92.16999816894533,92.16999816894533,118300,TYL
2014-03-19,92.19000244140624,92.9800033569336,89.80999755859375,90.83000183105467,90.83000183105467,87400,TYL
2014-03-20,90.66000366210938,92.12999725341795,90.27999877929688,91.62999725341795,91.62999725341795,110600,TYL
2014-03-21,92.0,92.5,90.54000091552734,91.1500015258789,91.1500015258789,326100,TYL
2014-03-24,91.2699966430664,91.2699966430664,87.94999694824219,88.69000244140625,88.69000244140625,309100,TYL
2014-03-25,89.61000061035156,90.58000183105467,88.0999984741211,88.80999755859375,88.80999755859375,156800,TYL
2014-03-26,89.66999816894531,89.97000122070312,87.3499984741211,87.37000274658203,87.37000274658203,155800,TYL
2014-03-27,87.05000305175781,87.5,84.6500015258789,86.23999786376953,86.23999786376953,288500,TYL
2014-03-28,86.25,86.7699966430664,82.51000213623047,82.7699966430664,82.7699966430664,352500,TYL
2014-03-31,82.87000274658203,84.69000244140625,81.54000091552734,83.68000030517578,83.68000030517578,399200,TYL
2014-04-01,83.72000122070312,86.44000244140625,82.61000061035156,86.3499984741211,86.3499984741211,283600,TYL
2014-04-02,86.77999877929688,86.77999877929688,85.05999755859375,85.62999725341797,85.62999725341797,166400,TYL
2014-04-03,85.55000305175781,86.08999633789062,83.9800033569336,84.26000213623047,84.26000213623047,183800,TYL
2014-04-04,85.16000366210938,85.16000366210938,79.69999694824219,80.0,80.0,392400,TYL
2014-04-07,79.79000091552734,80.73999786376953,78.33999633789062,78.9000015258789,78.9000015258789,271900,TYL
2014-04-08,79.16000366210938,81.80000305175781,78.44999694824219,81.36000061035156,81.36000061035156,177700,TYL
2014-04-09,81.29000091552734,81.48999786376953,79.94000244140625,81.44999694824219,81.44999694824219,176900,TYL
2014-04-10,81.20999908447266,81.23999786376953,74.37000274658203,76.12000274658203,76.12000274658203,472900,TYL
2014-04-11,75.8499984741211,78.16999816894531,75.16999816894531,76.0,76.0,356600,TYL
2014-04-14,76.80999755859375,77.19000244140625,75.5,76.25,76.25,161100,TYL
2014-04-15,76.55000305175781,77.56999969482422,74.70999908447266,77.0199966430664,77.0199966430664,247100,TYL
2014-04-16,77.69000244140625,78.3499984741211,75.76000213623047,78.19999694824219,78.19999694824219,192500,TYL
2014-04-17,78.19000244140625,79.66000366210938,77.30999755859375,79.0199966430664,79.0199966430664,169100,TYL
2014-04-21,79.12000274658203,79.12000274658203,77.43000030517578,78.26000213623047,78.26000213623047,135600,TYL
2014-04-22,78.48999786376953,80.36000061035156,78.44999694824219,80.0199966430664,80.0199966430664,211100,TYL
2014-04-23,79.62000274658203,79.98999786376953,78.4000015258789,78.43000030517578,78.43000030517578,234700,TYL
2014-04-24,82.0,82.1500015258789,75.61000061035156,77.16999816894531,77.16999816894531,368100,TYL
2014-04-25,76.62000274658203,80.22000122070312,76.58000183105469,77.2300033569336,77.2300033569336,332500,TYL
2014-04-28,77.94000244140625,78.8499984741211,76.37000274658203,77.52999877929688,77.52999877929688,329100,TYL
2014-04-29,77.9000015258789,79.88999938964844,77.63999938964844,79.69000244140625,79.69000244140625,231900,TYL
2014-04-30,79.5,82.08999633789062,79.18000030517578,81.6500015258789,81.6500015258789,259700,TYL
2014-05-01,81.94000244140625,82.9000015258789,80.7699966430664,81.62999725341797,81.62999725341797,228500,TYL
2014-05-02,81.66999816894531,82.7300033569336,81.45999908447266,81.58000183105469,81.58000183105469,144500,TYL
2014-05-05,80.9800033569336,81.94000244140625,80.08999633789062,81.22000122070312,81.22000122070312,133900,TYL
2014-05-06,80.83999633789062,81.29000091552734,78.4000015258789,78.48999786376953,78.48999786376953,230900,TYL
2014-05-07,78.94999694824219,79.48999786376953,76.0999984741211,76.91000366210938,76.91000366210938,290400,TYL
2014-05-08,76.95999908447266,78.0,75.52999877929688,76.12000274658203,76.12000274658203,310500,TYL
2014-05-09,75.6500015258789,77.5,75.5999984741211,77.4000015258789,77.4000015258789,195800,TYL
2014-05-12,77.63999938964844,80.56999969482422,77.5199966430664,80.36000061035156,80.36000061035156,194400,TYL
2014-05-13,80.16999816894531,80.16999816894531,77.75,78.0199966430664,78.0199966430664,237200,TYL
2014-05-14,78.0199966430664,78.47000122070312,76.9000015258789,77.19000244140625,77.19000244140625,166500,TYL
2014-05-15,76.69000244140625,77.04000091552734,75.38999938964844,76.80999755859375,76.80999755859375,159300,TYL
