Date,Open,High,Low,Close,Adj Close,Volume,Name
2014-01-02,57.209999084472656,57.459999084472656,57.040000915527344,57.2400016784668,45.23180770874024,4219000,MDT
2014-01-03,58.20000076293945,58.5,57.709999084472656,58.34000015258789,46.101036071777344,12577400,MDT
2014-01-06,59.150001525878906,59.77000045776367,58.900001525878906,59.220001220703125,46.79642105102539,10538100,MDT
2014-01-07,59.77999877929688,60.130001068115234,59.52999877929688,59.84000015258789,47.28636169433594,6510600,MDT
2014-01-08,59.86000061035156,60.93000030517578,59.7400016784668,60.84000015258789,48.07657623291016,6725000,MDT
2014-01-09,58.0,59.7400016784668,57.91999816894531,59.36000061035156,46.90705490112305,8127900,MDT
2014-01-10,59.66999816894531,60.25,59.290000915527344,59.95000076293945,47.37328338623047,6548700,MDT
2014-01-13,59.77999877929688,59.97999954223633,59.18000030517578,59.25,46.82012939453125,4264000,MDT
2014-01-14,59.5,59.54999923706055,58.880001068115234,59.40999984741211,46.946556091308594,4546500,MDT
2014-01-15,59.59999847412109,59.79999923706055,59.18000030517578,59.33000183105469,46.88335800170898,4785100,MDT
2014-01-16,59.380001068115234,59.560001373291016,58.97999954223633,59.11000061035156,46.709510803222656,4321400,MDT
2014-01-17,59.11000061035156,59.59000015258789,58.88999938964844,59.5099983215332,47.02558135986328,6485100,MDT
2014-01-21,59.650001525878906,59.88999938964844,59.02999877929688,59.369998931884766,46.914947509765625,4484200,MDT
2014-01-22,59.5,59.52999877929688,58.65999984741211,59.150001525878906,46.74111175537109,4085200,MDT
2014-01-23,59.04999923706055,59.220001220703125,58.540000915527344,58.709999084472656,46.39340591430664,4396000,MDT
2014-01-24,58.400001525878906,58.5,57.15999984741211,57.15999984741211,45.16858673095703,5682400,MDT
2014-01-27,57.29999923706055,57.630001068115234,56.86000061035156,56.959999084472656,45.01054382324219,4194300,MDT
2014-01-28,57.0,57.56999969482422,57.0,57.09000015258789,45.11327362060547,4043300,MDT
2014-01-29,56.7599983215332,57.09000015258789,56.130001068115234,56.36000061035156,44.53641891479492,5511600,MDT
2014-01-30,56.650001525878906,57.310001373291016,56.540000915527344,57.0099983215332,45.050052642822266,4705800,MDT
2014-01-31,56.400001525878906,56.93999862670898,56.11000061035156,56.560001373291016,44.69445037841797,4404000,MDT
2014-02-03,56.560001373291016,56.58000183105469,54.61000061035156,54.709999084472656,43.23255920410156,7089700,MDT
2014-02-04,54.08000183105469,54.68999862670898,53.33000183105469,53.59999847412109,42.35543823242188,15925000,MDT
2014-02-05,53.91999816894531,54.970001220703125,53.72999954223633,54.72999954223633,43.24835968017578,9615200,MDT
2014-02-06,54.7400016784668,55.06999969482422,54.58000183105469,54.75,43.26416778564453,5124700,MDT
2014-02-07,55.52999877929688,55.720001220703125,55.09000015258789,55.59000015258789,43.92794799804688,4302300,MDT
2014-02-10,55.70000076293945,55.970001220703125,55.59999847412109,55.810001373291016,44.10180282592773,3688000,MDT
2014-02-11,55.68999862670898,56.52999877929688,55.619998931884766,56.470001220703125,44.62332534790039,3407600,MDT
2014-02-12,56.650001525878906,56.83000183105469,56.27000045776367,56.43000030517578,44.59173202514648,3032300,MDT
2014-02-13,56.22999954223633,56.61000061035156,56.06999969482422,56.59999847412109,44.7260627746582,2543900,MDT
2014-02-14,56.560001373291016,57.0,56.150001525878906,56.880001068115234,44.94732666015625,5154800,MDT
2014-02-18,56.790000915527344,56.790000915527344,55.29999923706055,56.18999862670898,44.40208053588867,7561500,MDT
